timestamp,cpu_utilization,power_draw_watts,keyboard_interrupt_rate,mouse_interrupt_rate,memory_utilization,disk_io_mbps,network_mbps,scenario_label
2024-01-01 00:04:47,87.6435,46.4448,1.4059,0.0542,81.5897,19.7188,5.0591,3
2024-01-01 00:04:48,87.585,45.0099,0.9193,0.3317,81.6645,20.2556,5.0477,3
2024-01-01 00:04:49,86.2866,44.3565,0.6382,0.979,80.6281,19.8646,5.1908,3
2024-01-01 00:04:50,85.6538,44.3223,1.3958,0.0779,81.2166,19.7957,4.8431,3
2024-01-01 00:04:51,83.5537,45.8593,1.108,0.4213,78.6362,20.2543,5.1065,3
2024-01-01 00:04:52,86.1176,46.2516,1.2742,0.1124,81.0934,20.2032,5.0987,3
2024-01-01 00:04:53,84.8937,45.7458,0.6,0.7643,79.0489,20.1711,5.0541,3
2024-01-01 00:04:54,85.0545,45.1441,0.5747,0.0409,78.0593,20.1653,4.8554,3
2024-01-01 00:04:55,82.7372,44.5403,1.4777,0.8859,79.2532,20.1919,4.834,3
2024-01-01 00:04:56,84.3522,45.3168,1.4862,0.0487,79.6497,20.2518,4.811,3
2024-01-01 00:04:57,85.5945,44.5976,1.0603,0.7033,79.6268,20.2352,5.1823,3
2024-01-01 00:04:58,87.9104,43.2191,1.3368,0.8784,78.5816,20.2649,4.8508,3
2024-01-01 00:04:59,83.2439,46.8222,1.3308,0.5766,79.1512,19.8516,4.9613,3
2024-01-01 00:05:00,82.054,45.5454,0.5516,0.7739,78.2807,19.7062,4.9139,3
2024-01-01 00:05:01,86.6362,46.3305,1.0073,0.9383,78.4581,19.8993,5.0961,3
2024-01-01 00:05:02,83.9399,43.5814,1.0784,0.0626,79.4921,19.8523,4.9327,3
2024-01-01 00:05:03,84.9111,45.1428,0.5844,0.3155,79.5348,19.942,4.992,3
2024-01-01 00:05:04,84.5552,43.2961,0.7193,0.6443,81.3151,20.0069,4.8593,3
2024-01-01 00:05:05,82.4228,43.6236,0.884,0.5652,80.657,20.0146,5.0261,3
2024-01-01 00:05:06,84.1134,45.6624,1.2269,0.4021,81.2596,20.1464,5.1619,3
2024-01-01 00:05:07,84.8005,44.3809,1.2772,0.0376,79.5355,20.2863,4.9369,3
2024-01-01 00:05:08,85.0739,43.9991,0.5769,0.111,79.7408,20.0714,5.0183,3
2024-01-01 00:05:09,85.1121,43.4466,0.5403,0.3587,81.7699,19.8079,4.9077,3
2024-01-01 00:05:10,84.8988,46.6568,1.447,0.0013,80.5916,19.8417,5.0618,3
2024-01-01 00:05:11,86.4571,46.5486,1.1834,0.8472,81.1379,19.7964,4.8175,3
2024-01-01 00:05:12,86.4327,45.1037,1.4979,0.1649,79.5411,19.8727,5.1515,3
2024-01-01 00:05:13,84.9022,46.6546,1.2072,0.9988,80.3991,20.2857,4.8694,3
2024-01-01 00:05:14,84.6501,45.3136,1.4783,0.5679,81.4611,20.0771,5.005,3
2024-01-01 00:05:15,84.3486,44.4745,0.7952,0.2114,81.8503,20.0219,5.1463,3
2024-01-01 00:05:16,87.3098,46.7692,0.7382,0.3377,80.5326,19.8932,4.8576,3
2024-01-01 00:05:17,86.5592,45.2016,1.0365,0.7105,78.459,20.2531,4.9919,3
2024-01-01 00:05:18,86.151,45.4013,1.1052,0.7099,78.3552,19.998,4.8841,3
2024-01-01 00:05:19,84.3381,45.047,0.8539,0.4067,80.9235,19.726,5.1826,3
2024-01-01 00:05:20,85.6235,43.6542,1.0572,0.0809,80.0059,20.1132,4.9679,3
2024-01-01 00:05:21,83.8851,45.6949,1.4353,0.8736,79.5415,20.218,4.846,3
2024-01-01 00:05:22,82.3523,46.9327,1.2629,0.615,80.2351,19.8853,5.1596,3
2024-01-01 00:05:23,87.1165,44.9269,0.7204,0.6764,80.9048,20.2973,5.1162,3
2024-01-01 00:05:24,82.5475,46.9598,1.3545,0.5825,79.3237,20.1398,5.0386,3
2024-01-01 00:05:25,82.5746,45.2541,0.5202,0.7887,81.2943,20.1381,4.8366,3
2024-01-01 00:05:26,85.5286,44.5656,0.6284,0.8921,81.7692,20.2534,5.0125,3
2024-01-01 00:05:27,87.1866,43.7913,0.7955,0.9087,80.3615,19.8356,4.852,3
2024-01-01 00:05:28,83.3699,44.984,0.8035,0.7344,79.0852,19.7471,5.1593,3
2024-01-01 00:05:29,85.983,46.8963,0.682,0.8704,78.0688,20.0227,4.9919,3
2024-01-01 00:05:30,82.7572,46.2605,0.7709,0.8984,80.7977,20.2114,5.1466,3
2024-01-01 00:05:31,86.7507,45.946,0.5041,0.1434,78.8285,20.0465,4.8013,3
2024-01-01 00:05:32,82.7629,44.9399,0.5411,0.3187,78.88,19.8046,4.9266,3
2024-01-01 00:05:33,87.2873,43.9258,1.1492,0.734,80.7011,19.8132,4.9399,3
2024-01-01 00:05:34,83.6329,45.1546,1.469,0.2179,80.2095,19.7393,4.9502,3
2024-01-01 00:05:35,87.725,46.6339,0.5952,0.8525,80.8628,20.2508,4.9843,3
2024-01-01 00:05:36,84.5353,46.5846,1.0362,0.7614,78.7106,19.7411,4.9762,3
2024-01-01 00:05:37,83.9623,45.0475,0.8443,0.8626,80.9424,19.9304,4.8503,3
2024-01-01 00:05:38,86.2591,45.1643,0.6519,0.0348,80.4668,20.0097,5.0302,3
2024-01-01 00:05:39,84.4952,44.8748,0.8914,0.0877,80.1412,19.773,5.0694,3
2024-01-01 00:05:40,86.4965,43.6717,0.7015,0.2407,80.394,19.9439,5.155,3
2024-01-01 00:05:41,85.2878,45.1025,0.7185,0.0909,81.6988,19.7598,4.8521,3
2024-01-01 00:05:42,83.1719,45.3073,1.139,0.4316,79.5796,20.0846,4.9048,3
2024-01-01 00:05:43,86.8027,45.5602,1.1029,0.0289,79.3815,20.1613,4.8824,3
2024-01-01 00:05:44,85.867,46.8989,0.9405,0.5179,78.8482,19.7042,4.8946,3
2024-01-01 00:05:45,84.831,45.4171,1.3359,0.29,79.3162,20.1324,5.0657,3
2024-01-01 00:05:46,86.2871,46.5091,0.5887,0.1245,79.9854,20.0676,5.0616,3
2024-01-01 00:05:47,83.3806,43.5444,1.4214,0.2401,78.0713,19.8697,5.0069,3
2024-01-01 00:05:48,85.8001,45.9568,0.6456,0.5079,79.2808,20.1348,4.9438,3
2024-01-01 00:05:49,86.8669,43.7665,1.4947,0.5214,79.6954,20.1354,4.9515,3
2024-01-01 00:05:50,82.2129,44.7635,0.7878,0.6612,80.1069,20.1981,4.9957,3
2024-01-01 00:05:51,82.9321,43.5944,1.0726,0.2649,78.8464,20.2651,4.8557,3
2024-01-01 00:05:52,87.4964,45.1449,1.4369,0.839,79.1955,19.9821,4.8341,3
2024-01-01 00:05:53,84.2,46.7069,0.601,0.2456,78.1709,20.2165,5.0734,3
2024-01-01 00:05:54,85.5361,44.8626,0.76,0.5858,80.8109,20.1758,4.865,3
2024-01-01 00:05:55,85.7518,45.7153,1.0812,0.7278,80.0711,20.2728,5.0601,3
2024-01-01 00:05:56,85.7683,43.0526,0.6435,0.6011,81.0676,19.7866,5.0547,3
2024-01-01 00:05:57,82.9261,46.0528,1.3212,0.6206,78.2717,19.8677,4.9078,3
2024-01-01 00:05:58,84.807,46.1203,1.0783,0.992,80.833,19.7848,5.1917,3
2024-01-01 00:05:59,82.3517,44.3314,1.1373,0.3905,78.0887,19.8779,4.8967,3
2024-01-01 00:06:00,86.6569,45.3702,0.644,0.8726,78.852,19.8918,5.1499,3
2024-01-01 00:06:01,86.5913,44.6833,1.0193,0.9792,80.8432,20.1294,5.0623,3
2024-01-01 00:06:02,87.9294,46.696,0.7982,0.4452,80.5427,19.8421,5.0589,3
2024-01-01 00:06:03,87.4196,44.2251,0.8679,0.4499,79.5453,20.086,4.8208,3
2024-01-01 00:06:04,86.6604,44.1414,1.122,0.4239,80.4452,20.0414,5.007,3
2024-01-01 00:06:05,82.9619,43.0301,0.607,0.3849,79.0284,19.9909,4.9883,3
2024-01-01 00:06:06,85.0923,43.5308,0.9974,0.9505,78.6879,19.7093,4.9356,3
2024-01-01 00:06:07,86.251,46.443,0.6093,0.0312,79.2405,20.0732,5.1682,3
2024-01-01 00:06:08,83.9825,46.1174,0.6275,0.641,78.9999,20.1567,5.1649,3
2024-01-01 00:06:09,84.6484,45.7489,0.854,0.8491,79.6405,20.0504,5.1946,3
2024-01-01 00:06:10,85.3458,44.8113,0.5961,0.9496,80.0996,20.1205,5.0618,3
2024-01-01 00:06:11,83.4247,45.5483,0.5966,0.0573,81.3637,20.0605,4.9205,3
2024-01-01 00:06:12,85.161,45.2316,1.1778,0.0001,78.5778,19.7559,5.1012,3
2024-01-01 00:06:13,84.714,43.7936,0.8745,0.6695,79.8449,20.0275,5.175,3
2024-01-01 00:06:14,84.4019,43.413,0.6071,0.7247,79.2499,19.769,5.1113,3
2024-01-01 00:06:15,17.3329,10.4094,2.1165,1.2405,28.9833,3.202,1.0736,1
2024-01-01 00:06:16,14.6674,10.6629,1.7578,1.3295,28.6712,3.1228,1.0284,1
2024-01-01 00:06:17,15.3643,10.0653,1.6227,0.8098,30.5213,2.9289,0.9026,1
2024-01-01 00:06:18,14.303,11.8525,2.0946,1.0597,29.4721,2.9553,1.1225,1
2024-01-01 00:06:19,15.5341,13.8819,2.1025,0.7833,30.0525,2.9837,1.1412,1
2024-01-01 00:06:20,16.425,13.5224,2.2178,0.7533,29.0913,2.7983,1.1516,1
2024-01-01 00:06:21,17.4005,11.2943,1.5232,0.9743,31.1535,3.1218,1.0702,1
2024-01-01 00:06:22,12.1261,10.4077,2.2292,1.3186,28.7289,3.1898,1.1805,1
2024-01-01 00:06:23,15.6098,12.2069,1.5329,0.9139,29.868,3.2721,0.9763,1
2024-01-01 00:06:24,12.0715,12.2684,1.5681,1.492,30.6388,3.1315,1.0774,1
2024-01-01 00:06:25,17.646,11.6198,1.7789,0.5787,28.0913,2.9863,1.0975,1
2024-01-01 00:06:26,16.4354,10.0115,2.1167,1.3318,31.4678,3.1618,0.9676,1
2024-01-01 00:06:27,16.2237,12.8061,1.5642,0.5389,29.3845,3.086,0.9524,1
2024-01-01 00:06:28,15.8699,13.0461,2.2714,0.7832,31.8869,3.0323,1.0512,1
2024-01-01 00:06:29,15.8113,12.6934,1.654,1.1746,29.7261,3.2812,1.0857,1
2024-01-01 00:06:30,17.8439,13.9642,2.334,1.0862,30.4027,2.9818,0.9479,1
2024-01-01 00:06:31,14.5124,13.654,2.1463,0.6699,28.149,2.9635,0.9763,1
2024-01-01 00:06:32,12.3949,10.907,1.8314,0.8767,30.4996,2.7936,1.1287,1
2024-01-01 00:06:33,14.9827,10.2765,1.5996,1.4432,28.1279,3.0894,0.8716,1
2024-01-01 00:06:34,15.9252,13.9504,2.4182,0.9373,29.726,2.8737,0.9762,1
2024-01-01 00:06:35,17.7475,10.1514,1.9788,1.3957,28.4264,2.77,1.1259,1
2024-01-01 00:06:36,13.697,13.1917,1.8018,0.5323,31.2793,2.8991,0.9845,1
2024-01-01 00:06:37,12.3591,12.6033,2.329,0.7198,31.7328,3.0802,1.0193,1
2024-01-01 00:06:38,13.2351,13.5043,1.9239,0.5427,31.7031,2.9213,0.9178,1
2024-01-01 00:06:39,12.348,10.1324,1.5431,1.375,31.4715,2.9818,0.8325,1
2024-01-01 00:06:40,12.8355,13.7901,2.0607,1.2956,28.3073,2.7392,1.1109,1
2024-01-01 00:06:41,12.6949,13.2828,2.4344,0.9328,28.4605,3.1306,0.9783,1
2024-01-01 00:06:42,15.0085,13.5519,2.0399,0.6382,29.49,3.2098,1.0046,1
2024-01-01 00:06:43,12.4845,12.0262,1.5351,1.3793,28.9925,3.1375,1.1979,1
2024-01-01 00:06:44,17.3782,12.1145,1.8241,1.1987,30.1864,3.2453,0.8969,1
2024-01-01 00:06:45,16.1607,10.6099,1.9051,1.2774,29.4574,2.8702,0.9412,1
2024-01-01 00:06:46,14.2419,10.0319,1.6431,1.2406,30.7711,3.0915,0.8547,1
2024-01-01 00:06:47,12.695,11.9582,1.9839,0.6258,31.8633,3.1904,1.1489,1
2024-01-01 00:06:48,13.0332,12.6261,2.3132,0.8235,31.9414,2.757,1.1173,1
2024-01-01 00:06:49,12.8677,11.0053,1.6895,0.6157,30.6836,2.8458,1.1197,1
2024-01-01 00:06:50,16.6167,13.8297,2.2747,1.49,30.2293,2.7192,0.9328,1
2024-01-01 00:06:51,14.3645,13.8653,1.9211,0.7702,31.199,3.2519,0.8187,1
2024-01-01 00:06:52,17.8858,12.8907,2.4958,1.1486,28.0311,3.107,0.8907,1
2024-01-01 00:06:53,17.9308,13.7283,2.3608,1.2087,29.0136,3.256,1.129,1
2024-01-01 00:06:54,15.8036,10.6838,1.6992,1.0669,30.3732,2.9448,1.1254,1
2024-01-01 00:06:55,16.0703,11.0322,1.53,1.1068,29.3176,3.2339,0.8937,1
2024-01-01 00:06:56,15.2918,10.7917,2.4667,1.1429,31.0123,3.2345,0.9816,1
2024-01-01 00:06:57,15.2804,11.7986,2.1191,0.8348,31.2879,2.9191,1.1086,1
2024-01-01 00:06:58,12.1002,11.4547,1.9799,1.4011,30.8895,3.1403,1.0547,1
2024-01-01 00:06:59,17.4045,12.8997,2.1315,1.4209,31.0568,2.7089,1.1474,1
2024-01-01 00:07:00,13.1292,12.9935,1.9134,0.8923,28.6154,2.9573,1.1998,1
2024-01-01 00:07:01,16.9637,12.947,2.1429,0.7147,28.2527,3.2596,1.1634,1
2024-01-01 00:07:02,12.0133,13.6443,2.2489,0.5987,28.6169,2.8058,0.9026,1
2024-01-01 00:07:03,17.4169,11.6847,2.0385,0.9243,29.8564,2.8505,0.926,1
2024-01-01 00:07:04,13.5147,11.1396,2.1079,0.5233,31.7491,3.0082,1.0008,1
2024-01-01 00:07:05,14.5313,12.924,2.2613,1.2224,31.8616,2.9487,0.8343,1
2024-01-01 00:07:06,16.79,12.8499,1.5255,0.9928,31.2391,3.269,0.9399,1
2024-01-01 00:07:07,14.8305,11.7796,2.2441,1.2035,29.8996,2.811,1.0349,1
2024-01-01 00:07:08,12.1499,11.423,1.8079,0.5667,28.3896,3.173,0.9813,1
2024-01-01 00:07:09,12.7723,13.736,1.8156,0.9402,30.7793,2.7927,1.113,1
2024-01-01 00:07:10,17.0719,11.965,2.2095,1.2234,31.9675,3.1651,0.9443,1
2024-01-01 00:07:11,15.0641,11.5754,2.0351,1.3958,28.3848,3.2365,1.0016,1
2024-01-01 00:07:12,12.8724,13.7356,1.6946,0.527,29.8835,3.0442,0.8202,1
2024-01-01 00:07:13,15.7732,12.2525,2.0631,0.581,29.427,2.7783,0.9872,1
2024-01-01 00:07:14,14.2237,11.3193,2.3818,1.1242,28.4402,3.0944,1.1985,1
2024-01-01 00:07:15,14.1918,13.0821,2.1571,0.9751,29.6184,2.8284,0.9671,1
2024-01-01 00:07:16,13.6009,11.9452,2.1694,1.3869,28.5817,3.1859,1.1048,1
2024-01-01 00:07:17,15.7684,10.7683,1.5717,0.6369,29.2874,2.8748,1.1242,1
2024-01-01 00:07:18,14.0615,10.6491,2.4757,1.2049,31.2132,2.9983,0.8388,1
2024-01-01 00:07:19,15.5176,11.779,1.818,0.5875,29.2644,2.8634,0.9425,1
2024-01-01 00:07:20,16.28,10.4665,1.8788,1.2589,29.2388,3.2136,1.1456,1
2024-01-01 00:07:21,13.1353,12.5984,2.1394,0.6698,30.2311,2.9851,0.8963,1
2024-01-01 00:07:22,16.278,13.5815,2.3965,0.6058,29.5154,2.7536,0.9855,1
2024-01-01 00:07:23,15.9791,12.8275,1.5577,0.613,30.5287,3.201,1.043,1
2024-01-01 00:07:24,12.5635,10.3274,2.0806,0.7169,30.9905,2.8813,1.1304,1
2024-01-01 00:07:25,17.4126,12.1242,2.2027,1.2641,30.5067,3.0881,0.9615,1
2024-01-01 00:07:26,17.3569,10.7088,1.6618,1.2244,28.8457,3.0121,1.1606,1
2024-01-01 00:07:27,14.1455,12.9424,2.3691,1.1587,28.3632,3.0098,1.1188,1
2024-01-01 00:07:28,17.9866,11.8346,1.5563,0.8491,29.998,3.2576,0.8261,1
2024-01-01 00:07:29,17.4949,11.7599,1.5995,1.2516,28.4843,2.7804,0.8947,1
2024-01-01 00:07:30,15.2834,12.6413,2.3604,1.0897,30.55,2.9887,1.0017,1
2024-01-01 00:07:31,15.9778,11.0798,1.796,1.123,30.487,2.8081,0.8783,1
2024-01-01 00:07:32,15.2906,13.333,1.8118,0.674,28.1942,3.0181,1.0114,1
2024-01-01 00:07:33,15.676,12.1863,2.159,1.3701,29.27,3.1776,0.8907,1
2024-01-01 00:07:34,13.9852,11.9775,2.0196,1.2377,28.1042,3.143,1.1225,1
2024-01-01 00:07:35,12.0084,12.248,1.5187,0.6383,31.4848,2.733,1.163,1
2024-01-01 00:07:36,16.0049,13.0637,2.1752,1.2584,30.9279,3.2369,0.9439,1
2024-01-01 00:07:37,14.2969,12.5977,2.0302,1.1785,29.4726,2.9512,0.9569,1
2024-01-01 00:07:38,12.2378,12.9474,2.069,1.3859,30.9516,2.9489,1.1102,1
2024-01-01 00:07:39,12.3805,12.5445,2.4312,1.3916,29.2656,2.8683,0.9179,1
2024-01-01 00:07:40,17.3199,11.369,1.9133,0.8297,29.0649,3.2221,0.9775,1
2024-01-01 00:07:41,15.2053,11.6054,1.8353,0.9036,31.5795,2.8682,1.0787,1
2024-01-01 00:07:42,13.2843,13.6368,1.9669,0.7988,29.7143,3.1439,1.1426,1
2024-01-01 00:07:43,16.8756,10.5192,2.4673,0.9773,31.8044,2.8025,1.1764,1
2024-01-01 00:07:44,13.1578,13.4776,1.7707,1.341,28.6553,3.2129,1.0645,1
2024-01-01 00:07:45,12.7284,13.7474,1.934,0.6837,31.3747,2.7326,0.8153,1
2024-01-01 00:07:46,16.4235,10.3595,2.2464,0.5945,31.7587,2.7824,1.0252,1
2024-01-01 00:07:47,15.8765,11.4648,1.5958,0.9883,29.3426,3.2346,0.8813,1
2024-01-01 00:07:48,13.3427,12.3888,1.944,0.787,28.5614,3.2039,0.8382,1
2024-01-01 00:07:49,17.4238,13.7618,1.6303,1.4246,29.0628,3.1755,0.9299,1
2024-01-01 00:07:50,14.6736,12.842,2.0462,1.2546,29.5852,2.7374,0.9374,1
2024-01-01 00:07:51,17.3078,13.2093,2.4262,1.0892,29.3128,2.989,0.9973,1
2024-01-01 00:07:52,13.4701,13.4851,1.5591,0.8316,31.9126,3.0362,1.1775,1
2024-01-01 00:07:53,12.0373,13.2466,2.1255,1.3564,30.9385,3.2999,0.9351,1
2024-01-01 00:07:54,16.464,13.3785,2.1933,1.2913,31.2767,2.8631,0.9133,1
2024-01-01 00:07:55,14.4269,10.0951,2.4051,1.3111,28.5273,3.1912,0.9318,1
2024-01-01 00:07:56,15.6409,11.9568,1.9447,1.109,31.6295,2.9485,0.8107,1
2024-01-01 00:07:57,17.1083,13.8076,2.3072,0.6567,29.6847,3.1541,1.1454,1
2024-01-01 00:07:58,17.2192,13.6945,2.1416,0.6387,29.6806,3.2757,0.8529,1
2024-01-01 00:07:59,17.5977,11.4383,2.0909,1.3135,28.3717,2.7674,0.9913,1
2024-01-01 00:08:00,17.4259,13.8811,2.1543,0.6915,31.1737,2.9257,0.9057,1
2024-01-01 00:08:01,15.5395,11.7717,2.0192,1.4704,28.1535,3.2241,0.9734,1
2024-01-01 00:08:02,17.0744,13.5043,2.2369,0.9738,30.087,3.0576,0.9582,1
2024-01-01 00:08:03,16.2812,13.419,1.8369,1.4545,30.2509,2.8762,0.8651,1
2024-01-01 00:08:04,16.358,11.1244,2.3089,1.447,29.41,2.9268,0.9207,1
2024-01-01 00:08:05,13.534,13.9946,2.3277,1.3651,28.1108,3.2714,1.1295,1
2024-01-01 00:08:06,16.9396,13.7065,1.9117,0.5769,30.2778,3.0214,0.8864,1
2024-01-01 00:08:07,16.4544,13.9407,2.2163,1.2941,31.0909,3.1863,0.8638,1
2024-01-01 00:08:08,15.6336,12.4333,2.374,0.9379,29.0407,3.022,0.9974,1
2024-01-01 00:08:09,12.101,10.1951,1.6881,0.9926,30.6342,3.0126,1.03,1
2024-01-01 00:08:10,17.952,10.3506,1.8727,1.0454,31.1626,3.2302,1.0481,1
2024-01-01 00:08:11,15.9334,13.5774,2.292,1.0808,28.0487,2.9476,0.8284,1
2024-01-01 00:08:12,17.7779,13.3065,1.846,0.6004,30.2563,2.9113,1.0893,1
2024-01-01 00:08:13,17.0238,12.3879,2.3183,0.5085,28.9338,2.9584,0.986,1
2024-01-01 00:08:14,16.8764,10.702,2.0729,1.0379,30.5916,2.7082,0.8175,1
2024-01-01 00:08:15,12.5454,11.5736,2.0978,1.234,30.6036,2.7645,1.1463,1
2024-01-01 00:08:16,14.367,13.2654,1.6712,0.8803,30.6817,3.0781,1.0075,1
2024-01-01 00:08:17,17.5388,13.2462,2.0959,1.1777,29.6608,3.0077,1.0521,1
2024-01-01 00:08:18,17.0244,10.7999,1.9577,0.684,28.7888,2.7214,0.8477,1
2024-01-01 00:08:19,16.5441,11.3198,1.8048,0.6439,30.3055,2.9491,0.8221,1
